Date,Close,eps_q,book_value,de_ratio,npm,gold,crudeoil,sp500,ndx,fed,rsi,MACD
2013-01-24,23.228113174438477,0.024969742296514406,898.264953477195,0.03344443779668989,0.00809187240963928,161.4199981689453,95.94999694824219,1494.8199462890625,2723.530029296875,0.15,66.1938211350757,0.07790325979808799
2013-01-25,23.79208755493164,0.024377852454555933,876.9722266626027,0.032651661372856466,0.007900060374704579,160.64999389648438,95.87999725341797,1502.9599609375,2736.72998046875,0.14,69.79935884030397,0.14442472081975666
2013-01-28,23.5479793548584,0.024630563466174215,886.0632874512501,0.032990142147236994,0.00798195570378899,160.2899932861328,96.44000244140625,1500.1800537109375,2742.429931640625,0.14,63.090113938281156,0.17820542818563112
2013-01-29,23.425926208496094,0.024758892981983614,890.6798311536003,0.033162026520651845,0.008023543080061809,160.99000549316406,97.56999969482422,1507.8399658203125,2743.580078125,0.12,66.97039065342896,0.19416910775533225
2013-01-30,23.476430892944336,0.024705629345656396,888.7637177536565,0.033090685280889834,0.008006282086972046,162.19000244140625,97.94000244140625,1501.9599609375,2738.7099609375,0.12,67.12017802705859,0.2074220965127722
2013-01-31,23.556396484375,0.0246217625172303,885.7466809000176,0.032978354168570194,0.007979103605633862,161.1999969482422,97.48999786376953,1498.1099853515625,2731.530029296875,0.15,66.93272178206976,0.22046614002201537
2013-02-01,24.078283309936523,0.024088096004778216,866.5484881718922,0.03226356199058398,0.00780615983726096,161.4499969482422,97.7699966430664,1513.1700439453125,2763.9599609375,0.14,68.85070423906403,0.26294426974070007
2013-02-04,23.438552856445312,0.024745555049935905,890.2000105464012,0.03314416171318171,0.008019220694870289,162.0,96.16999816894531,1495.7099609375,2715.679931640625,0.13,62.172654565594364,0.2493088349591055
2013-02-05,23.745790481567383,0.02442538185663786,878.6820559288776,0.03271532218731609,0.007915463091031654,161.9600067138672,96.63999938964844,1511.2900390625,2754.989990234375,0.13,68.85244755366998,0.25689748336174745
2013-02-06,23.615320205688477,0.02456032757329664,883.5366117531628,0.03289606829086535,0.007959194560442237,162.38999938964844,96.62000274658203,1512.1199951171875,2746.35009765625,0.13,65.59766404326629,0.2507096075507995
2013-02-07,23.623737335205078,0.02455157673699918,883.2218079611861,0.03288434743300691,0.007956358702147994,161.83999633789062,95.83000183105469,1509.3900146484375,2746.5,0.13,60.84070053364682,0.24354556204816546
2013-02-08,23.829965591430664,0.024339103544848167,875.5782680400984,0.03259976113756282,0.007887503127231037,161.57000732421875,95.72000122070312,1517.9300537109375,2775.56005859375,0.14,62.697570559037885,0.24973577435568117
2013-02-11,23.7415828704834,0.024429710654258103,878.8377806915437,0.03272112017277487,0.007916865911998494,159.6999969482422,97.02999877929688,1517.010009765625,2774.639892578125,0.14,67.15579436790458,0.24533191582288438
2013-02-12,23.897306442260742,0.024270517742297094,873.1109529190153,0.032507897409859245,0.007865276723899936,159.88999938964844,97.51000213623047,1519.4300537109375,2762.6201171875,0.13,68.43820687526357,0.2502684124579062
2013-02-13,24.010942459106445,0.024155653239676472,868.9788014583614,0.03235404805621656,0.007828052915637705,159.0500030517578,97.01000213623047,1520.3299560546875,2773.77001953125,0.14,62.10940680936538,0.2594708291062169
2013-02-14,23.918350219726562,0.02424916412176486,872.3427748286617,0.032479296400479814,0.007858356717646814,158.35000610351562,97.30999755859375,1521.3800048828125,2771.429931640625,0.14,52.28659105259595,0.2568799939024018
2013-02-15,23.863636016845703,0.024304762257963086,874.3428698489652,0.032553764466093496,0.007876374245380475,155.75999450683594,95.86000061035156,1519.7900390625,2764.669921875,0.16,56.13749592984574,0.2478565041097589
2013-02-19,23.8552188873291,0.024313338005381782,874.6513749694672,0.03256525081015339,0.007879153363126478,155.3300018310547,96.66000366210938,1530.93994140625,2782.860107421875,0.15,58.73289199325496,0.23731702021186152
2013-02-20,23.371212005615234,0.024816855876393894,892.7649963119976,0.03323966194009673,0.008042326948172729,151.44000244140625,94.45999908447266,1511.949951171875,2739.989990234375,0.15,48.18049106456692,0.19029846879618617
2013-02-21,22.98821449279785,0.02523031965713181,907.6389993897503,0.033793454747882486,0.008176316963768736,152.6199951171875,92.83999633789062,1502.4200439453125,2711.510009765625,0.16,41.10670662350945,0.12266923798609497
2013-02-22,23.156566619873047,0.025046890997313994,901.0403114809595,0.03354777065829285,0.008116873766722843,152.97000122070312,93.12999725341797,1515.5999755859375,2737.280029296875,0.16,33.777769422734394,0.08101598018570044
2013-02-25,22.56313133239746,0.025705651908660483,924.7386673693121,0.0344301140986372,0.008330356516355289,154.33999633789062,93.11000061035156,1487.8499755859375,2700.969970703125,0.15,34.33732760662335,0.0026727817553791056
2013-02-26,22.651514053344727,0.02560535241194427,921.1304794400297,0.0342957730934666,0.008297852747572224,156.22000122070312,92.62999725341797,1496.93994140625,2713.02001953125,0.14,28.758151059137845,-0.0519585805423155
2013-02-27,22.790403366088867,0.025449308232210352,915.5169245949467,0.03408676773807793,0.008247283960050138,154.57000732421875,92.76000213623047,1515.989990234375,2741.260009765625,0.14,34.03906847389973,-0.08354394176484092
2013-02-28,23.026094436645508,0.025188813569571013,906.1458536708607,0.03373786155244111,0.008162866205616051,153.0,92.05000305175781,1514.6800537109375,2738.580078125,0.14,39.37126571140339,-0.08930246082461935
2013-03-01,23.106061935424805,0.02510163790008627,903.0097841125863,0.03362109858305018,0.008134615437693874,152.44000244140625,90.68000030517578,1518.199951171875,2747.75,0.14,36.520430284725514,-0.0866571859901839
2013-03-04,23.350168228149414,0.02483922147082394,893.5695792909338,0.03326961838589498,0.008049574901889853,152.3000030517578,90.12000274658203,1525.199951171875,2759.530029296875,0.16,43.111109022354476,-0.06482899272183928
2013-03-05,23.25757598876953,0.024938110501286404,897.1270269126567,0.03340207021454435,0.008081621584939797,152.3800048828125,90.81999969482422,1539.7900390625,2799.25,0.15,38.484863258115965,-0.054132970660440094
2013-03-06,22.546295166015625,0.025724847285519565,925.4292045040789,0.034455824359469055,0.008336577106802485,153.22999572753906,90.43000030517578,1541.4599609375,2792.56005859375,0.15,28.304255818092955,-0.10010360457387435
2013-03-07,22.2979793548584,0.02601132554522823,935.7350129330812,0.03483953293856271,0.008429415290639954,152.69000244140625,91.55999755859375,1544.260009765625,2799.489990234375,0.16,27.056038899412798,-0.15418881780235338
2013-03-08,22.36111068725586,0.025937888690410894,933.093185388661,0.034741171718260265,0.008405616820784298,152.7100067138672,91.94999694824219,1551.1800537109375,2804.110107421875,0.15,28.775288939470357,-0.18987636145397957
2013-03-11,22.205387115478516,0.026119787823726093,939.6368499000774,0.034984807162198386,0.008464564348585415,152.99000549316406,92.05999755859375,1556.219970703125,2811.860107421875,0.16,27.625592154716315,-0.227764842717189
2013-03-12,22.289562225341797,0.02602114811122568,936.0883712771101,0.03485268926967757,0.008432598461288764,154.19000244140625,92.54000091552734,1552.47998046875,2800.81005859375,0.15,33.546754123930285,-0.2482720924981905
2013-03-13,21.456228256225586,0.027031778049420745,972.4449120709722,0.03620632559087243,0.008760110392173916,153.66000366210938,92.5199966430664,1554.52001953125,2798.679931640625,0.14,29.50452726309568,-0.32655161191749826
2013-03-14,21.801347732543945,0.02660385986753495,957.0509243726151,0.0356331725784703,0.008621436180463368,153.67999267578125,93.02999877929688,1563.22998046875,2807.300048828125,0.15,32.688185351966894,-0.3571416126981042
2013-03-15,21.21632957458496,0.027337433553765205,983.4406053436397,0.036615720144523516,0.008859163290401246,154.0,93.44999694824219,1560.699951171875,2799.409912109375,0.16,32.758630793377634,-0.4228322275182741
2013-03-18,21.09006690979004,0.02750109814638678,989.3282979730348,0.03683493227024164,0.008912201603161656,155.3800048828125,93.73999786376953,1552.0999755859375,2792.300048828125,0.16,30.20280655798598,-0.47935476933770005
2013-03-19,21.50673484802246,0.026968296401037872,970.1612144959573,0.036121298360100064,0.008739538077371153,156.0800018310547,92.16000366210938,1548.3399658203125,2787.27001953125,0.15,34.795650865570636,-0.4854350251711317
2013-03-20,22.06229019165039,0.026289201844489588,945.7313732504746,0.03521172006390273,0.008519465861950796,155.3699951171875,92.95999908447266,1558.7099609375,2805.909912109375,0.15,39.38833805209156,-0.44097975584726257
2013-03-21,22.27272605895996,0.026040817745642555,936.7959694186759,0.034879034750416905,0.008438972743015645,156.25,92.44999694824219,1545.800048828125,2774.85009765625,0.16,41.08105658454612,-0.38456029731666064
2013-03-22,22.420034408569336,0.0258697194406764,930.6408553960571,0.034649865920814746,0.008383525408523733,155.5500030517578,93.70999908447266,1556.8900146484375,2800.81005859375,0.15,39.83442675987754,-0.3243696291897358
2013-03-25,21.595117568969727,0.02685792277572078,966.1906184748519,0.03597346408121654,0.008703769614771524,155.24000549316406,94.80999755859375,1551.68994140625,2789.449951171875,0.15,34.337840630362706,-0.3385612703478351
2013-03-26,21.92340087890625,0.026455749416052093,951.7227785619431,0.03543479364756922,0.008573438453386279,154.72000122070312,96.33999633789062,1563.77001953125,2806.5,0.14,43.6752340683977,-0.31990585880639344
2013-03-27,21.91498374938965,0.02646591056751997,952.0883172263866,0.035448403479588095,0.008576731348452504,155.36000061035156,96.58000183105469,1562.8499755859375,2809.97998046875,0.12,45.91196556278879,-0.30230524457857655
2013-03-28,22.81986427307129,0.0254164526598185,914.3349737019191,0.03404276103051622,0.008236636549412759,154.4499969482422,97.2300033569336,1569.18994140625,2818.68994140625,0.13,54.150791073104415,-0.21354544513868845
2013-04-01,23.446969985961914,0.02473667174680803,889.8804413743959,0.033132263429436475,0.008016341908432156,154.6699981689453,97.06999969482422,1562.1700439453125,2797.070068359375,0.16,60.35087060930726,-0.09197536775154802
2013-04-02,23.636363983154297,0.02453846117843538,882.7499870483693,0.03286678047226911,0.007952108380890404,152.42999267578125,97.19000244140625,1570.25,2820.6201171875,0.15,61.03447586114643,0.019300214931210036
2013-04-03,23.358585357666016,0.02483027080275008,893.2475867230697,0.033257629873635605,0.008046674284687855,150.72999572753906,94.44999694824219,1553.68994140625,2795.0400390625,0.14,67.14717630671653,0.0842552934958718
2013-04-04,23.480640411376953,0.024701200215943665,888.6043836304563,0.03308475291076716,0.008004846751673204,150.2899932861328,93.26000213623047,1559.97998046875,2794.919921875,0.14,65.77073252342683,0.14385093358165335
2013-04-05,23.367002487182617,0.024821326582994307,892.9258261278901,0.03324564999824444,0.008043775757173712,152.80999755859375,92.69999694824219,1553.280029296875,2771.75,0.15,72.15955274167405,0.179889158460238
2013-04-08,23.514310836791992,0.0246658302693054,887.331980291478,0.03303737845386774,0.007993384515021585,152.16000366210938,93.36000061035156,1563.0699462890625,2786.1298828125,0.15,74.87044300235672,0.21775319246794922
2013-04-09,23.598485946655273,0.02457784797342925,884.1668930441402,0.03291953509021995,0.00796487234600988,153.33999633789062,94.19999694824219,1568.6099853515625,2804.669921875,0.15,73.03055452420992,0.25161178132248807
2013-04-10,24.116161346435547,0.02405026204909373,865.1874442316218,0.032212887243425324,0.007793899096300348,150.75,94.63999938964844,1587.72998046875,2859.2099609375,0.15,72.80370205974933,0.31635898926658257
2013-04-11,24.31818199157715,0.023850467119659227,857.9999938822239,0.03194528219527475,0.007729152129436275,151.0500030517578,93.51000213623047,1593.3699951171875,2859.070068359375,0.15,72.75278658028424,0.3795174224096698
2013-04-12,24.120370864868164,0.024046064766142645,865.036450595804,0.03220726540852989,0.007792538894913245,143.9499969482422,91.29000091552734,1588.8499755859375,2856.47998046875,0.15,68.70367961462446,0.4089570156573892
2013-04-15,23.501684188842773,0.024679082372970958,887.8087132966191,0.03305512830292325,0.007997679086056704,131.30999755859375,88.70999908447266,1552.3599853515625,2797.469970703125,0.15,71.96895304891504,0.37819790985073354
2013-04-16,23.994108200073242,0.024172600838660446,869.5884767218108,0.03237674764651637,0.007833545075188235,132.8000030517578,88.72000122070312,1574.5699462890625,2838.409912109375,0.15,72.99064023281039,0.3889261185155952
2013-04-17,23.61111068725586,0.022023529807120468,894.1553101690909,0.03387914377738603,0.007609517369322572,132.8699951171875,86.68000030517578,1552.010009765625,2781.97998046875,0.15,67.38565079057233,0.36244700346459524
2013-04-18,22.230640411376953,0.023391139003529567,949.6802435433003,0.03598295860644395,0.008082050429447915,134.3000030517578,87.7300033569336,1541.6099853515625,2741.949951171875,0.15,44.49687668898036,0.2277906802581029
2013-04-19,22.049663543701172,0.02358312628985879,957.4749273682668,0.03627829568156054,0.008148385417653984,135.47000122070312,88.01000213623047,1555.25,2780.4599609375,0.15,35.763304943804584,0.10530252067109913
2013-04-22,21.72979736328125,0.023930273775985125,971.5691153049961,0.03681231814287507,0.008268330987166684,137.89999389648438,88.76000213623047,1562.5,2810.070068359375,0.15,31.07770334478981,-0.017309162463096328
2013-04-23,22.091751098632812,0.02353819747825156,955.6508176170133,0.036209180980987146,0.008132861722074645,136.8800048828125,89.18000030517578,1578.780029296875,2835.3701171875,0.14,37.633544522040005,-0.0843697626845561
2013-04-24,22.293771743774414,0.023324900154914844,946.9909462895426,0.0358810623393369,0.008059163740825699,138.3699951171875,91.43000030517578,1578.7900390625,2834.1201171875,0.13,38.59224253206124,-0.1198680868838835
2013-04-25,22.037036895751953,0.023596638806746277,958.0235355538988,0.036299082199727016,0.008153054230185811,141.6300048828125,93.63999938964844,1585.1600341796875,2848.659912109375,0.13,37.559070262701425,-0.16674962297106433
2013-04-26,22.112794876098633,0.02351579720761846,954.7413666293095,0.036174722290846305,0.00812512203411577,140.91000366210938,93.0,1582.239990234375,2840.550048828125,0.13,36.71188880489861,-0.1955468570470913
2013-04-29,22.239057540893555,0.023382285829505824,949.3208046779365,0.03596933962900195,0.008078991501923703,142.3000030517578,94.5,1593.6099853515625,2866.949951171875,0.13,37.21298228592261,-0.2058252632029074
2013-04-30,22.049663543701172,0.02358312628985879,957.4749273682668,0.03627829568156054,0.008148385417653984,142.77000427246094,93.45999908447266,1597.5699462890625,2887.43994140625,0.14,29.28271981802203,-0.2266145931503658
2013-05-01,22.053871154785156,0.023578626915446207,957.292252767116,0.036271374222831304,0.00814683080456319,141.11000061035156,91.02999877929688,1582.699951171875,2873.35009765625,0.14,26.362036564691877,-0.23998391361131866
2013-05-02,22.537879943847656,0.023072267724185323,936.7340696019241,0.03549243388066227,0.007971874787305227,141.9199981689453,93.98999786376953,1597.5899658203125,2911.139892578125,0.15,34.411296422877086,-0.20916822952851533
2013-05-03,22.815656661987305,0.022791366810246638,925.3294924960134,0.035060319567749035,0.007874818575045194,142.08999633789062,95.61000061035156,1614.4200439453125,2944.590087890625,0.14,42.7555544455303,-0.16051196975018556
2013-05-06,22.765151977539062,0.022841929652525544,927.382343892537,0.03513810118669763,0.00789228892743345,142.14999389648438,96.16000366210938,1617.5,2955.360107421875,0.14,35.686285312384896,-0.12458589094649142
2013-05-07,22.7020206451416,0.022905450053464022,929.9612721706393,0.035235815622804784,0.007914236344513315,140.3800048828125,95.62000274658203,1625.9599609375,2952.8798828125,0.12,38.55933973138182,-0.10004938899693627
2013-05-08,23.13131332397461,0.02248034915773859,912.7021758041867,0.03458187620018229,0.0077673564992720035,142.4600067138672,96.62000274658203,1632.68994140625,2968.239990234375,0.12,64.90248305288006,-0.0454763880365725
2013-05-09,23.219697952270508,0.02239477882394902,909.2280202523302,0.03445024200407816,0.007737790442106184,140.80999755859375,96.38999938964844,1626.6700439453125,2961.1201171875,0.12,69.97125267369668,0.0048417011440839985
2013-05-10,23.421716690063477,0.02220161770723693,901.3856789138193,0.03415309920714224,0.007671049874832396,139.60000610351562,96.04000091552734,1633.699951171875,2981.02001953125,0.12,80.08980949234368,0.06030981392584778
2013-05-13,23.287036895751953,0.02233002001619446,906.598812657495,0.034350622507204435,0.007715415133663773,138.42999267578125,95.16999816894531,1633.77001953125,2982.090087890625,0.12,73.12702789677397,0.09234525320350429
2013-05-14,23.682659149169922,0.021956993795531024,891.4539480985595,0.03377679037978109,0.007586528005659731,137.80999755859375,94.20999908447266,1650.3399658203125,2996.050048828125,0.11,74.99998283385575,0.14792643028146202
2013-05-15,23.842592239379883,0.021809709060960924,885.4741878750134,0.03355021994613964,0.007535638536271183,134.6300048828125,94.30000305175781,1658.780029296875,3002.6201171875,0.12,83.67348390690685,0.20253551767797262
2013-05-16,23.484848022460938,0.022141935919818233,898.9625983446202,0.034061289770845805,0.007650428766319266,134.08999633789062,95.16000366210938,1650.469970703125,2999.340087890625,0.11,73.15341064537206,0.21449281382995977
2013-05-17,23.86784553527832,0.021786633369627106,884.5373148068605,0.033514722245666206,0.007527665478566462,131.07000732421875,96.0199966430664,1667.469970703125,3028.9599609375,0.1,75.29412670729742,0.2519499340541458
2013-05-20,23.5479793548584,0.02208257414208723,896.5525101687415,0.0339699726105067,0.0076299182267884095,135.1199951171875,96.70999908447266,1666.2900390625,3020.969970703125,0.1,72.36179960408847,0.25292323523277815
2013-05-21,23.127103805541992,0.022484440956043593,912.8683028153698,0.03458817067814733,0.007768770287640461,132.8800048828125,96.16000366210938,1669.1600341796875,3026.449951171875,0.09,64.24581005586592,0.21724696210687
2013-05-22,22.89562225341797,0.022711765342930214,922.0976729229667,0.034937867373222437,0.007847314866353955,131.94000244140625,94.27999877929688,1655.3499755859375,2999.1298828125,0.08,55.08979598482505,0.16836302782533252
2013-05-23,22.929292678833008,0.022678414344635838,920.743622392215,0.03488656300574683,0.007835791509152456,134.61000061035156,94.25,1650.510009765625,2991.449951171875,0.08,51.73744610761679,0.13082980295095226
2013-05-24,22.996633529663086,0.02261200533240042,918.047416495457,0.03478440497325421,0.007812846026002813,133.75999450683594,94.1500015258789,1649.5999755859375,2991.02001953125,0.09,53.521125943290855,0.1053022036027933
2013-05-28,23.371212005615234,0.022249594923663494,903.3335539007378,0.03422690331700064,0.00768762684795737,133.49000549316406,95.01000213623047,1660.06005859375,3011.93994140625,0.09,59.29823501319539,0.11397117107507881
2013-05-29,23.169191360473633,0.022443597271466015,911.2100492215202,0.03452534019301073,0.007754658075386469,134.8300018310547,93.12999725341797,1648.3599853515625,2994.820068359375,0.08,50.56178631016806,0.10335439811543878
2013-05-30,23.190235137939453,0.022423231024047485,910.3831795763278,0.03449401047290949,0.0077476211782661385,136.6999969482422,93.61000061035156,1654.4100341796875,3011.830078125,0.08,49.554117035113535,0.09553670112090273
2013-05-31,22.769359588623047,0.02283770863102463,927.2109704196,0.03513160792264916,0.007890830490175265,133.9199981689453,91.97000122070312,1630.739990234375,2981.760009765625,0.09,40.740744751411135,0.05475925822688055
2013-06-03,22.47895622253418,0.023132746683261145,939.1895153404024,0.03558546961871067,0.0079927713326636,136.50999450683594,93.44999694824219,1640.4200439453125,2990.7900390625,0.1,39.01602690907092,-0.0009722514398653459
2013-06-04,22.133838653564453,0.023493439531161432,953.833644965154,0.03614032912399931,0.008117397063194783,135.22999572753906,93.30999755859375,1631.3800048828125,2973.68994140625,0.11,28.65432235067742,-0.07214872958480356
2013-06-05,21.616161346435547,0.024056075066526406,976.676647700972,0.03700584025522287,0.008311797548332896,135.52000427246094,93.73999786376953,1608.9000244140625,2937.139892578125,0.09,22.06971403358743,-0.16837737926658747
2013-06-06,21.683502197265625,0.02398136589141832,973.6434551915837,0.03689091395107709,0.008285984212749925,136.52999877929688,94.76000213623047,1622.56005859375,2950.300048828125,0.1,25.626459433177317,-0.236480375367492
2013-06-07,21.65403938293457,0.02401399530148676,974.9682092403624,0.036941108287986815,0.008297258248512632,133.27999877929688,96.02999877929688,1643.3800048828125,2990.8701171875,0.09,16.876593141032018,-0.2894920644601022
2013-06-10,22.4116153717041,0.02320225433890538,942.0115261595585,0.03569239434330403,0.008016787451676218,133.94000244140625,95.7699966430664,1642.81005859375,2990.489990234375,0.09,34.966601531747216,-0.26730457852465506
2013-06-11,21.906566619873047,0.023737174748701607,963.7292947972852,0.03651527085908786,0.008201611872883825,133.25,95.37999725341797,1626.1300048828125,2959.840087890625,0.09,34.204819271160645,-0.28715646043906773
2013-06-12,21.35942840576172,0.024345220767224732,988.415963149324,0.03745063765383989,0.008411702479604061,134.25,95.87999725341797,1612.52001953125,2926.139892578125,0.08,31.621373942680435,-0.3430764035869345
2013-06-13,21.666667938232422,0.02399999859149648,974.399942814757,0.036919576927922186,0.008292422138737442,133.74000549316406,96.69000244140625,1636.3599853515625,2962.89990234375,0.09,35.822328869866695,-0.3584731026788113
2013-06-14,21.586700439453125,0.024088906104872673,978.0095878578305,0.03705634476009722,0.008323141250216144,134.42999267578125,97.8499984741211,1626.72998046875,2943.860107421875,0.1,34.213009294794176,-0.37282901855160944
2013-06-17,21.91498374938965,0.023728057750190323,963.359144657727,0.0365012460362694,0.008198461789353378,133.77000427246094,97.7699966430664,1639.0400390625,2971.260009765625,0.11,33.52382958318569,-0.35364329832227526
2013-06-18,22.121212005615234,0.023506849437906183,954.3780871789911,0.03616095779536243,0.008122030422115397,132.1300048828125,98.44000244140625,1651.81005859375,2996.090087890625,0.12,38.1541495823662,-0.3181323415890773
2013-06-19,21.982322692871094,0.02365537105724669,960.4080649242156,0.03638943094838354,0.00817334725697291,130.58999633789062,98.23999786376953,1628.9300537109375,2959.5,0.1,36.7006563003744,-0.297763126382776
2013-06-20,21.3552188873291,0.024350019671703606,988.6107986711663,0.03745801988440137,0.008413360585607302,123.5999984741211,95.4000015258789,1588.18994140625,2890.330078125,0.1,35.10639622827229,-0.32843108111809727
2013-06-21,21.519359588623047,0.024164287875691057,981.0700877530569,0.03717230572884821,0.008349186979461024,125.05000305175781,93.69000244140625,1592.4300537109375,2877.93994140625,0.1,39.61748306847275,-0.3356232220034343
2013-06-24,21.38888931274414,0.024311687829913095,987.0545258944717,0.037399053406700196,0.008400116259268264,123.93000030517578,95.18000030517578,1573.0899658203125,2848.199951171875,0.1,41.547281533647,-0.34784020364868695
2013-06-25,21.734006881713867,0.02392563887690251,971.3809384022419,0.036805188204405224,0.008266729547915888,123.47000122070312,95.31999969482422,1588.030029296875,2866.5,0.09,51.39165498038371,-0.32591941987472595
2013-06-26,21.603534698486328,0.024070135154153006,977.247487258612,0.037027469110106535,0.008316655556197476,118.27999877929688,95.5,1603.260009765625,2893.85009765625,0.09,49.06952610324829,-0.31543803483161525
2013-06-27,21.94444465637207,0.02369620230280041,962.0658134936966,0.036452242298373266,0.008187455171325114,115.94000244140625,97.05000305175781,1613.199951171875,2906.840087890625,0.09,53.150698651533425,-0.27643821251161427
2013-06-28,21.767677307128906,0.023888630498473083,969.8783982380071,0.03674825763129731,0.00825394250147349,119.11000061035156,96.55999755859375,1606.280029296875,2909.60009765625,0.07,42.006283991921265,-0.25683265584885717
2013-07-01,22.264310836791992,0.023355764470405025,948.2440374984441,0.03592854140337614,0.008069827905329377,121.12999725341797,97.98999786376953,1614.9599609375,2927.35009765625,0.1,54.45026178010471,-0.19893024453180175
2013-07-02,22.44528579711914,0.02316744837647566,940.5984040849117,0.035638851781516975,0.008004761378744923,120.05000305175781,99.5999984741211,1614.0799560546875,2929.6298828125,0.1,64.86173647542353,-0.13686218380047066
2013-07-03,22.377946853637695,0.023237163060625926,943.4288202614125,0.03574609498133131,0.00802884902975202,120.73999786376953,101.23999786376953,1615.4100341796875,2941.409912109375,0.1,60.41923365134606,-0.09204518206401957
2013-07-05,22.664140701293945,0.022943733312170627,931.5155724741273,0.03529470736438058,0.007927463884541344,118.08999633789062,103.22000122070312,1631.8900146484375,2963.219970703125,0.1,64.88372865082655,-0.03305405129142258
2013-07-08,22.6052188873291,0.023003537483615145,933.9436218347748,0.03538670506595707,0.007948127278890504,119.51000213623047,103.13999938964844,1640.4599609375,2966.1298828125,0.1,60.30151726493781,0.008840628233699022
2013-07-09,22.933502197265625,0.02267425164840283,920.5746169251548,0.03488015946437926,0.007834353224301404,120.62000274658203,103.52999877929688,1652.3199462890625,2984.320068359375,0.1,61.69699446617909,0.06775007233664354
2013-07-10,23.09764289855957,0.022513119727573094,914.0326609394675,0.03463228768538986,0.0077786793082196245,120.94999694824219,106.5199966430664,1652.6199951171875,3000.659912109375,0.09,65.9446763095653,0.12622542284875493
2013-07-11,23.518518447875977,0.022110236286884927,897.675593247528,0.03401252572478946,0.007639475984929557,124.23999786376953,104.91000366210938,1675.02001953125,3059.4599609375,0.09,82.86449948364529,0.20417385799223808
2013-07-12,24.00673484802246,0.021660588301238088,879.4198850302663,0.03332082512600461,0.007484114687861077,124.12999725341797,105.94999694824219,1680.18994140625,3079.070068359375,0.09,84.40051976636892,0.3018625031634805
2013-07-15,23.7584171295166,0.021886979977044464,888.6113870680051,0.03366908701689222,0.007562336998471871,124.18000030517578,106.31999969482422,1682.5,3079.85009765625,0.09,81.73618842326465,0.35515090432245344
